X,Y,Index,
138.6,-34.82,0
138.6,-34.819819717,200
138.6,-34.819639429,400
138.6,-34.819459145,600
138.599999906,-34.819278869,800
138.599999813,-34.819098602,1000
138.599999682,-34.818918338,1200
138.599999512,-34.818738088,1400
138.599999303,-34.818557852,1600
138.599999058,-34.818377633,1800
138.599998761,-34.818197437,2000
138.599998419,-34.818017269,2200
138.599998011,-34.817837139,2400
138.599997554,-34.817657053,2600
138.599997068,-34.81747701,2800
138.599996566,-34.817297005,3000
138.599996033,-34.817117041,3200
138.599995468,-34.816937122,3400
138.599994861,-34.816757251,3600
138.59999419,-34.816577428,3800
138.599993454,-34.816397641,4000
138.599992628,-34.816217875,4200
138.599991696,-34.816038131,4400
138.599990672,-34.815858404,4600
138.599989547,-34.815678697,4800
138.599988306,-34.815498996,5000
138.599986956,-34.815319303,5200
138.599985503,-34.815139615,5400
138.599983929,-34.814959929,5600
138.599982229,-34.814780262,5800
138.599980403,-34.814600619,6000
138.599978444,-34.814421001,6200
138.599976346,-34.814241409,6400
138.599974094,-34.814061841,6600
138.599971688,-34.813882281,6800
138.599969129,-34.813702728,7000
138.59996641,-34.813523176,7200
138.59996352,-34.813343637,7400
138.599960459,-34.813164103,7600
138.599957224,-34.812984567,7800
138.599953812,-34.812805033,8000
138.599950222,-34.812625495,8200
138.599946435,-34.812445959,8400
138.599942444,-34.812266437,8600
138.599938238,-34.812086931,8800
138.599933837,-34.811907444,9000
138.599929237,-34.811727958,9200
138.599924437,-34.811548462,9400
138.599919452,-34.811368975,9600
138.599914271,-34.811189496,9800
138.599908869,-34.811010033,10000
138.599903222,-34.810830592,10200
138.599897308,-34.810651191,10400
138.599891121,-34.810471837,10600
138.599884647,-34.810292542,10800
138.599877871,-34.810113308,11000
138.599870773,-34.809934131,11200
138.599863353,-34.809755013,11400
138.599855584,-34.809575943,11600
138.599847442,-34.809396918,11800
138.599838919,-34.809217945,12000
138.599830015,-34.809039028,12200
138.599820726,-34.808860165,12400
138.599811051,-34.808681343,12600
138.599800976,-34.808502569,12800
138.599790501,-34.808323855,13000
138.599779614,-34.808145206,13200
138.599768332,-34.807966625,13400
138.599756645,-34.807788109,13600
138.59974454,-34.807609658,13800
138.59973201,-34.807431273,14000
138.599719044,-34.807252969,14200
138.599705641,-34.807074738,14400
138.599691806,-34.806896602,14600
138.599677539,-34.806718547,14800
138.599662833,-34.806540546,15000
138.599647696,-34.806362611,15200
138.599632115,-34.806184761,15400
138.599616076,-34.806006994,15600
138.599599593,-34.805829317,15800
138.599582651,-34.805651732,16000
138.599565233,-34.805474246,16200
138.599547328,-34.805296859,16400
138.59952893,-34.805119579,16600
138.599510043,-34.804942411,16800
138.599490673,-34.80476534,17000
138.599470811,-34.804588367,17200
138.599450439,-34.804411485,17400
138.599429555,-34.804234706,17600
138.599408142,-34.804058023,17800
138.599386168,-34.803881444,18000
138.599363627,-34.80370496,18200
138.599340512,-34.803528559,18400
138.59931681,-34.803352255,18600
138.599292527,-34.80317606,18800
138.599267676,-34.802999982,19000
138.599242264,-34.802824022,19200
138.599216303,-34.802648191,19400
138.59918978,-34.802472502,19600
138.599162696,-34.802296958,19800
138.59913504,-34.802121547,20000
138.599106799,-34.80194628,20200
138.599077944,-34.801771167,20400
138.599048468,-34.801596204,20600
138.59901837,-34.801421394,20800
138.598987655,-34.801246755,21000
138.598956323,-34.801072304,21200
138.598924367,-34.800898036,21400
138.598891782,-34.800723957,21600
138.598858563,-34.800550062,21800
138.598824699,-34.800376349,22000
138.59879017,-34.800202832,22200
138.598754963,-34.800029513,22400
138.598719049,-34.7998564,22600
138.598682413,-34.79968349,22800
138.598645035,-34.799510771,23000
138.598606907,-34.799338249,23200
138.598568015,-34.799165921,23400
138.598528346,-34.798993791,23600
138.5984879,-34.79882186,23800
138.598446657,-34.798650136,24000
138.598404622,-34.798478621,24200
138.598361791,-34.798307317,24400
138.598318164,-34.798136226,24600
138.598273735,-34.797965348,24800
138.598228525,-34.797794684,25000
138.598182523,-34.797624229,25200
138.598135725,-34.797453979,25400
138.598088123,-34.797283936,25600
138.598039715,-34.797114115,25800
138.597990496,-34.796944524,26000
138.597940477,-34.796775167,26200
138.597889651,-34.796606048,26400
138.597838,-34.796437149,26600
138.597785519,-34.796268473,26800
138.597732199,-34.796100025,27000
138.59767803,-34.795931816,27200
138.597623002,-34.795763836,27400
138.597567106,-34.795596081,27600
138.597510353,-34.795428562,27800
138.597452742,-34.795261279,28000
138.597394267,-34.795094244,28200
138.597334921,-34.79492747,28400
138.5972747,-34.794760966,28600
138.597213613,-34.79459473,28800
138.597151652,-34.794428757,29000
138.597088818,-34.794263038,29200
138.597025126,-34.794097571,29400
138.596960581,-34.793932373,29600
138.596895187,-34.793767448,29800
138.59682893,-34.793602792,30000
138.596761804,-34.793438401,30200
138.596693813,-34.79327427,30400
138.596624969,-34.793110397,30600
138.596555282,-34.792946771,30800
138.596484743,-34.792783402,31000
138.596413364,-34.792620297,31200
138.596341143,-34.792457452,31400
138.596268076,-34.792294869,31600
138.596194146,-34.792132543,31800
138.59611937,-34.791970478,32000
138.596043755,-34.791808667,32200
138.595967297,-34.791647105,32400
138.595889979,-34.79148579,32600
138.595811805,-34.791324718,32800
138.595732767,-34.791163881,33000
138.59565285,-34.791003266,33200
138.595572071,-34.790842879,33400
138.595490432,-34.790682718,33600
138.595407931,-34.790522791,33800
138.595324573,-34.790363104,34000
138.595240358,-34.790203644,34200
138.595155282,-34.790044394,34400
138.595069356,-34.789885347,34600
138.594982575,-34.789726511,34800
138.594894944,-34.78956789,35000
138.594806463,-34.789409482,35200
138.594717126,-34.789251288,35400
138.594626926,-34.789093302,35600
138.594535856,-34.788935524,35800
138.594443907,-34.788777956,36000
138.594351077,-34.788620597,36200
138.594257352,-34.78846344,36400
138.594162729,-34.788306495,36600
138.594067209,-34.788149773,36800
138.593970793,-34.78799327,37000
138.593873461,-34.787836973,37200
138.593775217,-34.787680883,37400
138.593676067,-34.787525003,37600
138.593576008,-34.787369329,37800
138.593475055,-34.787213848,38000
138.593373201,-34.787058555,38200
138.593270437,-34.786903453,38400
138.593166772,-34.78674853,38600
138.593062206,-34.786593772,38800
138.592956721,-34.786439175,39000
138.592850314,-34.786284724,39200
138.592742997,-34.786130401,39400
138.592634765,-34.78597621,39600
138.592525624,-34.785822163,39800
138.592415573,-34.785668259,40000
138.592304605,-34.785514493,40200
138.592192699,-34.785360871,40400
138.592079866,-34.785207396,40600
138.591966098,-34.78505409,40800
138.591851398,-34.784900975,41000
138.591735758,-34.784748039,41200
138.591619162,-34.784595274,41400
138.591501594,-34.784442682,41600
138.591383057,-34.78429025,41800
138.591263559,-34.78413798,42000
138.591143088,-34.78398587,42200
138.591021641,-34.783833921,42400
138.590899227,-34.783682143,42600
138.590775826,-34.783530524,42800
138.590651439,-34.783379077,43000
138.590526053,-34.783227798,43200
138.590399674,-34.783076688,43400
138.590272308,-34.782925754,43600
138.590143963,-34.782775004,43800
138.590014618,-34.782624448,44000
138.589884274,-34.782474092,44200
138.589752931,-34.782323932,44400
138.589620587,-34.782173959,44600
138.589487247,-34.782024174,44800
138.589352915,-34.78187458,45000
138.589217616,-34.781725176,45200
138.58908133,-34.781575967,45400
138.588944056,-34.78142696,45600
138.588805795,-34.781278157,45800
138.588666547,-34.781129566,46000
138.588526324,-34.780981186,46200
138.588385114,-34.780833017,46400
138.588242934,-34.780685046,46600
138.588099794,-34.78053727,46800
138.587955695,-34.780389685,47000
138.587810632,-34.780242273,47200
138.587664608,-34.780095036,47400
138.587517616,-34.779947984,47600
138.587369653,-34.779801115,47800
138.587220707,-34.779654426,48000
138.587070763,-34.779507925,48200
138.586919817,-34.779361612,48400
138.58676789,-34.77921548,48600
138.586614997,-34.779069528,48800
138.586461133,-34.778923751,49000
138.586306294,-34.778778151,49200
138.586150467,-34.77863272,49400
138.585993657,-34.77848746,49600
138.585835862,-34.77834238,49800
138.585677071,-34.778197479,50000
138.585517282,-34.778052752,50200
138.58535652,-34.777908184,50400
138.585194791,-34.777763776,50600
138.585032098,-34.777619519,50800
138.584868448,-34.777475399,51000
138.584703844,-34.777331424,51200
138.584538295,-34.777187587,51400
138.584371801,-34.777043881,51600
138.584204361,-34.776900305,51800
138.584035981,-34.776756861,52000
138.583866667,-34.776613547,52200
138.583696427,-34.776470355,52400
138.583525264,-34.776327277,52600
138.583353199,-34.776184306,52800
138.583180238,-34.776041441,53000
138.583006385,-34.775898682,53200
138.582831652,-34.775756024,53400
138.582656045,-34.775613477,53600
138.582479581,-34.775471049,53800
138.58230226,-34.775328741,54000
138.582124092,-34.775186541,54200
138.581945072,-34.775044436,54400
138.581765211,-34.774902419,54600
138.58158452,-34.774760497,54800
138.581403016,-34.774618665,55000
138.581220709,-34.774476917,55200
138.581037609,-34.774335259,55400
138.580853725,-34.774193698,55600
138.58066905,-34.774052239,55800
138.580483605,-34.773910881,56000
138.580297414,-34.773769629,56200
138.580110487,-34.773628476,56400
138.579922828,-34.773487416,56600
138.579734448,-34.77334646,56800
138.579545339,-34.773205617,57000
138.579355509,-34.773064893,57200
138.579164968,-34.772924281,57400
138.578973713,-34.772783779,57600
138.578781751,-34.77264337,57800
138.578589103,-34.772503056,58000
138.578395778,-34.772362838,58200
138.578201776,-34.772222712,58400
138.578007116,-34.772082668,58600
138.577811826,-34.771942703,58800
138.577615911,-34.771802808,59000
138.577419373,-34.77166299,59200
138.577222218,-34.771523247,59400
138.577024443,-34.771383575,59600
138.576826029,-34.77124398,59800
138.576626991,-34.77110445,60000
138.576427335,-34.770964988,60200
138.576227067,-34.770825594,60400
138.576026204,-34.770686253,60600
138.575824761,-34.770546963,60800
138.575622755,-34.770407725,61000
138.575420183,-34.770268549,61200
138.575217038,-34.770129424,61400
138.575013328,-34.769990352,61600
138.574809075,-34.769851322,61800
138.574604276,-34.769712329,62000
138.574398943,-34.769573357,62200
138.574193097,-34.76943439,62400
138.573986745,-34.769295426,62600
138.573779914,-34.769156455,62800
138.573572613,-34.769017485,63000
138.57336486,-34.768878513,63200
138.57315665,-34.768739525,63400
138.572947987,-34.768600542,63600
